observation,price,bedrooms,bathrooms,floors,waterfront,view,condition,condition_1,condition_2,condition_3,condition_4,condition_5,grade,grade_3,grade_4,grade_5,grade_6,grade_7,grade_8,grade_9,grade_10,grade_11,grade_12,grade_13,basement,renovated,yr_built,sqft_living15,sqft_lot15
14224,675000,4,2.5,2,0,0,3,0,0,1,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,2002,2970,5251
14225,580000,3,2.25,1,0,0,3,0,0,1,0,0,7,0,0,0,0,1,0,0,0,0,0,0,1,0,1987,1910,6309
14226,240000,4,2,1,0,0,4,0,0,0,1,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,1944,1270,7800
14227,374000,3,2.5,1,0,0,4,0,0,0,1,0,8,0,0,0,0,0,1,0,0,0,0,0,1,0,1982,2260,16754
14228,862500,4,2.5,2,0,2,3,0,0,1,0,0,9,0,0,0,0,0,0,1,0,0,0,0,1,0,1937,3000,5000
14229,140000,2,1,1,0,0,5,0,0,0,0,1,6,0,0,0,1,0,0,0,0,0,0,0,0,0,1908,1810,7830
14230,740000,5,3.75,2,0,0,3,0,0,1,0,0,8,0,0,0,0,0,1,0,0,0,0,0,1,1,1937,2080,9793
14231,589000,3,1.75,1,0,0,4,0,0,0,1,0,6,0,0,0,1,0,0,0,0,0,0,0,1,0,1904,1620,3600
14232,275000,3,1.75,1,0,0,3,0,0,1,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,1979,1410,8034
14233,489900,4,2.5,2,0,0,3,0,0,1,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,2006,2640,4503
14234,545000,3,2.5,2,0,0,3,0,0,1,0,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,1996,2500,3954
14235,235000,4,1,1.5,0,0,3,0,0,1,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,1941,1280,7175
14236,230000,3,1,1.5,0,0,4,0,0,0,1,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,1915,1040,4240
14237,655000,4,2.25,2,0,0,3,0,0,1,0,0,7,0,0,0,0,1,0,0,0,0,0,0,1,0,1980,1890,4400
14238,185000,2,1,1,0,0,4,0,0,0,1,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,1923,1880,14046
14239,196000,3,1,1,0,0,4,0,0,0,1,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,1962,1140,8165
14240,572000,3,2.25,1,0,0,4,0,0,0,1,0,8,0,0,0,0,0,1,0,0,0,0,0,1,0,1986,1990,8306
14241,615000,4,2.5,2,0,0,3,0,0,1,0,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,2001,2860,6435
14242,1950000,4,3.75,1,0,0,3,0,0,1,0,0,9,0,0,0,0,0,0,1,0,0,0,0,1,1,1963,3930,21420
14243,1230000,6,2.25,2,0,0,3,0,0,1,0,0,9,0,0,0,0,0,0,1,0,0,0,0,1,0,1913,2860,4320
14244,375000,3,2.5,2,0,0,4,0,0,0,1,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,1989,1540,5000
14245,295000,3,1.75,1,0,0,4,0,0,0,1,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,1971,1270,9600
14246,760000,4,2.5,2,0,0,5,0,0,0,0,1,7,0,0,0,0,1,0,0,0,0,0,0,1,0,1942,1600,6000
14247,347000,3,1.75,1,0,0,3,0,0,1,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,1978,2110,8497
14248,712000,3,2,1.5,0,0,4,0,0,0,1,0,7,0,0,0,0,1,0,0,0,0,0,0,1,0,1924,1700,5100
14249,495000,4,2,1.5,0,0,5,0,0,0,0,1,7,0,0,0,0,1,0,0,0,0,0,0,1,0,1941,1310,4000
14250,925000,4,2,1,0,0,4,0,0,0,1,0,8,0,0,0,0,0,1,0,0,0,0,0,1,0,1959,2010,10437
14251,775000,3,1,1.5,0,0,4,0,0,0,1,0,7,0,0,0,0,1,0,0,0,0,0,0,1,0,1908,2030,4080
14252,429000,4,2.5,1.5,0,0,4,0,0,0,1,0,6,0,0,0,1,0,0,0,0,0,0,0,1,0,1916,1230,7920
14253,229000,3,1,1,0,0,4,0,0,0,1,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,1959,1490,10200
14254,400000,4,1.5,1,0,0,3,0,0,1,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,1962,1980,89298
14255,625000,4,2.25,2,0,0,4,0,0,0,1,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,1978,2100,8290
14256,130000,2,1,1,0,0,3,0,0,1,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,1951,1350,5831
14257,349000,3,1.75,1,0,0,3,0,0,1,0,0,7,0,0,0,0,1,0,0,0,0,0,0,1,0,1976,1300,5080
14258,365000,3,2,1,0,0,4,0,0,0,1,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,1983,2310,8783
14259,487500,3,2.5,2,0,0,3,0,0,1,0,0,7,0,0,0,0,1,0,0,0,0,0,0,1,0,1997,1600,1525
14260,475000,3,2.5,2,0,0,3,0,0,1,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,1989,2350,7225
14261,685000,3,1.75,1,0,0,3,0,0,1,0,0,8,0,0,0,0,0,1,0,0,0,0,0,1,0,1959,2020,7777
14262,960000,3,1.75,1,0,0,4,0,0,0,1,0,7,0,0,0,0,1,0,0,0,0,0,0,1,0,1938,2860,4800
14263,1100000,5,2.25,2,0,0,3,0,0,1,0,0,7,0,0,0,0,1,0,0,0,0,0,0,1,1,1973,1880,7620
14264,428000,3,2.25,2,0,0,3,0,0,1,0,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,1978,2380,15000
14265,435000,3,2.5,2,0,0,4,0,0,0,1,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,1988,1790,4901
14266,769950,3,2,1,0,2,5,0,0,0,0,1,7,0,0,0,0,1,0,0,0,0,0,0,1,0,1952,2160,5400
14267,385000,3,1,1,0,0,4,0,0,0,1,0,7,0,0,0,0,1,0,0,0,0,0,0,1,0,1954,1630,9763
14268,352000,3,2.5,2,0,0,3,0,0,1,0,0,7,0,0,0,0,1,0,0,0,0,0,0,1,0,2005,2090,3163
14269,622500,3,2.5,2,0,0,3,0,0,1,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,1,1983,2290,33450
14270,660000,3,3,2,0,0,3,0,0,1,0,0,9,0,0,0,0,0,0,1,0,0,0,0,1,0,1976,2590,11900
14271,105000,3,1,1,0,0,3,0,0,1,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,1959,840,9450
14272,420000,2,1,1,0,0,5,0,0,0,0,1,7,0,0,0,0,1,0,0,0,0,0,0,1,0,1908,1570,4400
14273,499950,3,1.5,1,0,0,4,0,0,0,1,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,1955,1440,11250
14274,975000,6,3,1,0,0,5,0,0,0,0,1,9,0,0,0,0,0,0,1,0,0,0,0,1,0,1948,2430,15560
14275,665000,3,2.75,1.5,0,0,5,0,0,0,0,1,7,0,0,0,0,1,0,0,0,0,0,0,1,0,1929,2080,3760
14276,540000,4,2.5,1,0,0,4,0,0,0,1,0,7,0,0,0,0,1,0,0,0,0,0,0,1,0,1968,1840,9375
14277,400000,4,2,1,0,0,3,0,0,1,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,1955,1860,12056
14278,469950,4,2.75,1,0,0,3,0,0,1,0,0,8,0,0,0,0,0,1,0,0,0,0,0,1,0,2008,2720,8484
14279,777000,4,2.5,2,0,0,4,0,0,0,1,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,1979,2540,12400
14280,346500,2,1.75,1,0,0,3,0,0,1,0,0,7,0,0,0,0,1,0,0,0,0,0,0,1,0,1941,1370,5225
14281,685000,3,2.5,2,0,0,3,0,0,1,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,2003,2230,4950
14282,396500,3,2.5,1,0,0,4,0,0,0,1,0,10,0,0,0,0,0,0,0,1,0,0,0,0,0,1976,3110,14652
14283,783500,3,2.5,2,0,0,3,0,0,1,0,0,10,0,0,0,0,0,0,0,1,0,0,0,1,0,1980,2280,6459
14284,575000,4,2,1.5,0,0,3,0,0,1,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,1922,1660,4800
14285,1500000,4,4.25,2,0,0,3,0,0,1,0,0,11,0,0,0,0,0,0,0,0,1,0,0,0,0,2005,4750,13001
14286,515000,3,1.5,1,0,0,4,0,0,0,1,0,7,0,0,0,0,1,0,0,0,0,0,0,1,0,1942,2170,7672
14287,300000,3,2.5,1,0,0,4,0,0,0,1,0,7,0,0,0,0,1,0,0,0,0,0,0,1,0,1963,1540,9995
14288,272000,3,1.5,1,0,0,4,0,0,0,1,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,1966,1450,9600
14289,355000,4,2.25,2,0,0,3,0,0,1,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,2003,1810,4858
14290,223000,3,2,1,0,0,5,0,0,0,0,1,6,0,0,0,1,0,0,0,0,0,0,0,0,0,1951,1790,10775
14291,397000,4,2.5,2,0,0,3,0,0,1,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,2003,2610,7570
14292,460000,2,2,1,0,0,5,0,0,0,0,1,6,0,0,0,1,0,0,0,0,0,0,0,0,0,1923,1530,5000
14293,848000,3,2.75,1.5,0,0,4,0,0,0,1,0,9,0,0,0,0,0,0,1,0,0,0,0,1,0,1930,1170,1062
14294,392800,2,1,1,0,0,5,0,0,0,0,1,6,0,0,0,1,0,0,0,0,0,0,0,0,0,1924,1900,4275
14295,1690000,3,3.25,2,0,0,4,0,0,0,1,0,11,0,0,0,0,0,0,0,0,1,0,0,1,0,1988,3750,84936
14296,1800000,3,3.25,2,0,0,4,0,0,0,1,0,11,0,0,0,0,0,0,0,0,1,0,0,1,0,1988,3750,84936
14297,577000,3,2.25,2,0,0,3,0,0,1,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,1985,1870,7766
14298,570000,3,1,1.5,0,0,4,0,0,0,1,0,7,0,0,0,0,1,0,0,0,0,0,0,1,0,1901,1530,3330
14299,250000,3,1.75,1,0,0,3,0,0,1,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,1998,1330,6301
14300,645000,4,1.75,1.5,0,0,4,0,0,0,1,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,1958,1860,7350
14301,567500,3,2.5,2,0,0,3,0,0,1,0,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,1990,3650,62290
14302,337000,4,2.5,2,0,0,3,0,0,1,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,2004,2480,5240
14303,280000,3,1.75,1,0,0,3,0,0,1,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,1966,1250,8250
14304,167000,3,1.5,2,0,0,4,0,0,0,1,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,1985,1150,4500
14305,280000,2,1,1,0,0,3,0,0,1,0,0,6,0,0,0,1,0,0,0,0,0,0,0,1,0,1919,1280,7560
14306,317500,2,1.5,1,0,0,4,0,0,0,1,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,1948,1130,8409
14307,405500,2,2.75,2,0,0,3,0,0,1,0,0,8,0,0,0,0,0,1,0,0,0,0,0,1,0,2006,1410,1265
14308,495000,4,2.5,2,0,0,3,0,0,1,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,1995,2110,15925
14309,691000,4,3,2,0,0,3,0,0,1,0,0,10,0,0,0,0,0,0,0,1,0,0,0,0,0,1987,2540,11815
14310,480000,5,1.75,1,0,0,5,0,0,0,0,1,7,0,0,0,0,1,0,0,0,0,0,0,0,0,1963,1670,213008
14311,549010,2,1.75,1,0,0,4,0,0,0,1,0,7,0,0,0,0,1,0,0,0,0,0,0,1,0,1942,1210,4141
14312,750000,5,3.5,2,0,2,3,0,0,1,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,2005,2120,3416
14313,365000,2,1,1,0,0,4,0,0,0,1,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,1948,1100,5711
14314,412500,3,1.75,1,0,0,3,0,0,1,0,0,7,0,0,0,0,1,0,0,0,0,0,0,1,0,1988,1630,7626
14315,425000,3,2.25,1,0,0,3,0,0,1,0,0,7,0,0,0,0,1,0,0,0,0,0,0,1,0,1978,1870,8640
14316,920000,3,1,1,0,0,3,0,0,1,0,0,7,0,0,0,0,1,0,0,0,0,0,0,1,0,1953,2410,9384
14317,340000,4,2.25,1,0,0,4,0,0,0,1,0,9,0,0,0,0,0,0,1,0,0,0,0,1,0,1975,2310,8000
14318,405000,4,2.5,1,0,0,5,0,0,0,0,1,7,0,0,0,0,1,0,0,0,0,0,0,1,0,1955,1880,8960
14319,537100,3,2.5,1,0,0,3,0,0,1,0,0,8,0,0,0,0,0,1,0,0,0,0,0,1,0,1990,2450,8788
14320,353500,4,2.5,2,0,0,3,0,0,1,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,2007,2960,4650
14321,522000,3,1,1,0,0,3,0,0,1,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,1952,1490,7921
14322,710000,4,2.75,2,0,0,3,0,0,1,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,2001,2760,5460
14323,329950,3,1.75,1,0,0,4,0,0,0,1,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,1985,1580,13625
14324,830000,5,2.5,1,0,3,3,0,0,1,0,0,9,0,0,0,0,0,0,1,0,0,0,0,1,0,1979,3190,14000
14325,800500,4,2.5,1,0,0,5,0,0,0,0,1,8,0,0,0,0,0,1,0,0,0,0,0,0,0,1962,2610,11130
14326,168500,3,1,1,0,0,3,0,0,1,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,1969,1570,10650
14327,490000,3,2.5,2,0,0,3,0,0,1,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,2000,2190,5205
14328,579000,3,2.5,2,0,0,3,0,0,1,0,0,8,0,0,0,0,0,1,0,0,0,0,0,1,0,2003,1260,1316
14329,600000,4,2.5,2,0,0,3,0,0,1,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,1987,2520,9935
14330,445000,4,1.75,1.5,0,0,4,0,0,0,1,0,7,0,0,0,0,1,0,0,0,0,0,0,1,0,1944,1240,4961
14331,362500,4,1.75,1,0,0,3,0,0,1,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,1960,1540,8450
14332,234000,4,2,1,0,0,4,0,0,0,1,0,7,0,0,0,0,1,0,0,0,0,0,0,1,0,1975,1670,7820
14333,321500,1,1,1,0,0,3,0,0,1,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,2008,1020,2183
14334,660000,3,1.75,1.5,0,0,4,0,0,0,1,0,7,0,0,0,0,1,0,0,0,0,0,0,1,0,1926,1590,5000
14335,319000,4,1,1.5,0,0,4,0,0,0,1,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,1954,1380,14060
14336,314000,3,1.75,1,0,0,3,0,0,1,0,0,8,0,0,0,0,0,1,0,0,0,0,0,1,0,1953,2190,217800
14337,517950,3,2,1,0,0,5,0,0,0,0,1,7,0,0,0,0,1,0,0,0,0,0,0,1,0,1908,1830,4000
14338,525000,5,2.5,1,0,0,4,0,0,0,1,0,7,0,0,0,0,1,0,0,0,0,0,0,1,0,1961,2200,10461
14339,319500,3,1,1,0,0,5,0,0,0,0,1,6,0,0,0,1,0,0,0,0,0,0,0,0,0,1961,1660,8450
14340,1580000,4,3.25,1.5,0,0,5,0,0,0,0,1,9,0,0,0,0,0,0,1,0,0,0,0,1,0,1950,3430,11050
14341,325000,1,1,1,0,4,4,0,0,0,1,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,1946,2770,22270
14342,795000,4,2.5,2,0,0,5,0,0,0,0,1,10,0,0,0,0,0,0,0,1,0,0,0,0,0,1995,3420,37206
14343,850000,2,1.75,1.5,0,3,3,0,0,1,0,0,9,0,0,0,0,0,0,1,0,0,0,0,1,0,1927,2520,5243
14344,1010000,5,3.25,2,0,0,3,0,0,1,0,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,2013,1970,7488
14345,475000,3,2.5,3,0,0,3,0,0,1,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,2006,1350,1250
14346,375000,3,1,1,0,0,3,0,0,1,0,0,7,0,0,0,0,1,0,0,0,0,0,0,1,0,1975,2040,10692
14347,405000,3,1,1,0,0,4,0,0,0,1,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,1951,1170,8042
14348,420000,4,2.5,1,0,0,3,0,0,1,0,0,7,0,0,0,0,1,0,0,0,0,0,0,1,0,1962,1850,11127
14349,775000,4,1.75,1.5,0,0,3,0,0,1,0,0,7,0,0,0,0,1,0,0,0,0,0,0,1,0,1906,1890,4800
14350,800000,4,2.75,2,0,0,3,0,0,1,0,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,2007,3450,6218
14351,436800,3,1.75,2,0,0,4,0,0,0,1,0,8,0,0,0,0,0,1,0,0,0,0,0,1,0,1984,2080,12107
14352,620000,3,1.75,1.5,0,0,4,0,0,0,1,0,8,0,0,0,0,0,1,0,0,0,0,0,1,0,1930,1380,4005
14353,230000,3,1,1,0,0,4,0,0,0,1,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,1970,1350,10425
14354,165000,1,1,1,0,0,2,0,1,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,1906,1590,5180
14355,490000,1,1,1,0,0,2,0,1,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,1906,1590,5180
14356,480000,3,1.75,1,0,0,5,0,0,0,0,1,8,0,0,0,0,0,1,0,0,0,0,0,0,0,1963,2210,8400
14357,570000,3,2.5,2,0,0,3,0,0,1,0,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,1993,2640,11172
14358,615000,3,2.25,2,0,0,4,0,0,0,1,0,8,0,0,0,0,0,1,0,0,0,0,0,1,0,1992,1920,5988
14359,280000,3,1,1,0,0,3,0,0,1,0,0,7,0,0,0,0,1,0,0,0,0,0,0,1,0,1969,1720,9998
14360,326000,3,1,1,0,0,3,0,0,1,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,1969,1210,9875
14361,550700,2,2.25,2,0,0,3,0,0,1,0,0,9,0,0,0,0,0,0,1,0,0,0,0,1,0,2004,1430,1332
14362,600000,2,1,1.5,0,0,3,0,0,1,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,1900,1190,1208
14363,450000,3,1,1,0,0,3,0,0,1,0,0,7,0,0,0,0,1,0,0,0,0,0,0,1,0,1968,1960,49658
14364,546000,2,2.25,2,0,0,3,0,0,1,0,0,8,0,0,0,0,0,1,0,0,0,0,0,1,0,2010,1410,1689
14365,585000,3,2.5,2,0,0,3,0,0,1,0,0,9,0,0,0,0,0,0,1,0,0,0,0,0,1,1983,2270,35000
14366,489000,3,1.75,1,0,2,3,0,0,1,0,0,7,0,0,0,0,1,0,0,0,0,0,0,1,0,1952,1480,7666
14367,765000,3,2,2,0,2,4,0,0,0,1,0,8,0,0,0,0,0,1,0,0,0,0,0,1,0,1971,1990,6675
14368,519000,3,1.75,1,0,3,4,0,0,0,1,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,1973,1760,19687
14369,262000,2,1,1.5,0,0,3,0,0,1,0,0,5,0,0,1,0,0,0,0,0,0,0,0,1,0,1928,1300,4120
14370,550000,4,2.75,1,0,0,3,0,0,1,0,0,7,0,0,0,0,1,0,0,0,0,0,0,1,0,1987,1770,5326
14371,285000,2,1,1,0,0,4,0,0,0,1,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,1943,1030,5000
14372,476000,4,1.75,1,0,0,4,0,0,0,1,0,7,0,0,0,0,1,0,0,0,0,0,0,1,0,1956,2250,9212
14373,2200000,3,2,1,0,1,3,0,0,1,0,0,8,0,0,0,0,0,1,0,0,0,0,0,1,1,1946,3570,27418
14374,335000,1,1,1,0,0,3,0,0,1,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,1907,1320,5100
14375,510000,4,2,1,0,0,4,0,0,0,1,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,1974,2820,57140
14376,291000,3,2.25,1,0,0,4,0,0,0,1,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,1961,1530,10018
14377,335000,4,1.75,1.5,0,0,4,0,0,0,1,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,1931,1300,7432
14378,415000,3,1.5,1,0,0,3,0,0,1,0,0,7,0,0,0,0,1,0,0,0,0,0,0,1,0,1955,2090,11574
14379,430000,3,2,1,0,0,5,0,0,0,0,1,7,0,0,0,0,1,0,0,0,0,0,0,1,0,1942,1330,6042
14380,270000,3,1.75,1,0,0,4,0,0,0,1,0,7,0,0,0,0,1,0,0,0,0,0,0,1,0,1979,1780,8056
14381,760000,3,2,1,0,0,4,0,0,0,1,0,7,0,0,0,0,1,0,0,0,0,0,0,1,0,1906,1800,4500
14382,450000,2,2,2,0,0,3,0,0,1,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,1905,1380,4000
14383,425000,3,2.5,1,0,0,4,0,0,0,1,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,1978,2340,23522
14384,725000,4,2.5,1.5,0,0,4,0,0,0,1,0,7,0,0,0,0,1,0,0,0,0,0,0,1,0,1916,1520,3420
14385,700000,3,2.75,1,0,0,4,0,0,0,1,0,7,0,0,0,0,1,0,0,0,0,0,0,1,0,1973,2020,8588
14386,998000,5,4.5,2,0,0,3,0,0,1,0,0,10,0,0,0,0,0,0,0,1,0,0,0,0,0,2004,3890,11531
14387,396000,3,2.25,2,0,0,3,0,0,1,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,1989,1590,9757
14388,547000,3,2.5,1,0,0,4,0,0,0,1,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,1968,1710,8050
14389,302000,4,1.5,1,0,0,4,0,0,0,1,0,8,0,0,0,0,0,1,0,0,0,0,0,1,0,1963,1540,6600
14390,999000,5,3.5,2,0,0,5,0,0,0,0,1,9,0,0,0,0,0,0,1,0,0,0,0,1,0,1910,1510,3800
14391,633000,4,2.5,1,0,3,3,0,0,1,0,0,8,0,0,0,0,0,1,0,0,0,0,0,1,0,1977,2480,5000
14392,265800,3,1.75,1,0,0,3,0,0,1,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,1982,1460,7505
14393,530000,3,2.25,1,0,0,3,0,0,1,0,0,8,0,0,0,0,0,1,0,0,0,0,0,1,0,1960,2160,8000
14394,605000,6,2,1,0,0,4,0,0,0,1,0,8,0,0,0,0,0,1,0,0,0,0,0,1,0,1965,2170,8000
14395,489000,4,2.5,2,0,0,3,0,0,1,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,2006,2170,5211
14396,305000,2,1,1,0,0,3,0,0,1,0,0,7,0,0,0,0,1,0,0,0,0,0,0,1,0,1968,2070,12960
14397,513000,4,2.75,1,0,0,5,0,0,0,0,1,7,0,0,0,0,1,0,0,0,0,0,0,1,0,1958,1390,6000
14398,765000,4,2.5,2,0,0,3,0,0,1,0,0,10,0,0,0,0,0,0,0,1,0,0,0,0,0,2006,3140,5500
14399,550000,2,1.5,1,0,0,3,0,0,1,0,0,7,0,0,0,0,1,0,0,0,0,0,0,1,0,1903,1700,3000
14400,974350,4,2.5,2,0,0,5,0,0,0,0,1,8,0,0,0,0,0,1,0,0,0,0,0,1,0,1985,2220,7875
14401,653675,4,2.25,2,0,0,4,0,0,0,1,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,1984,2320,7735
14402,245000,3,1.75,1,0,0,4,0,0,0,1,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,1985,1600,8614
14403,700180,2,1.75,1,0,0,3,0,0,1,0,0,8,0,0,0,0,0,1,0,0,0,0,0,1,0,1952,1870,5029
14404,510000,3,2.5,1,0,0,3,0,0,1,0,0,8,0,0,0,0,0,1,0,0,0,0,0,1,0,1996,2310,11522
14405,390000,3,2.5,1,0,0,4,0,0,0,1,0,7,0,0,0,0,1,0,0,0,0,0,0,1,0,1969,1940,8700
14406,606500,3,2.5,2,0,0,3,0,0,1,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,2000,2170,5862
14407,1500000,4,4.25,2,0,0,3,0,0,1,0,0,12,0,0,0,0,0,0,0,0,0,1,0,0,0,1998,4930,26319
14408,290000,3,2.25,2,0,0,4,0,0,0,1,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,1988,1710,6455
14409,115000,3,1.75,1,0,0,3,0,0,1,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,1981,1380,8244
14410,500000,3,2.5,1,0,0,4,0,0,0,1,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,1987,2560,37565
14411,580050,3,2.5,2,0,3,3,0,0,1,0,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,1996,1620,4638
14412,550000,3,2.5,2,0,0,3,0,0,1,0,0,8,0,0,0,0,0,1,0,0,0,0,0,1,0,2014,1690,1899
14413,465000,3,1,1.5,0,0,4,0,0,0,1,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,1903,1180,3060
14414,354950,3,1,1.5,0,0,3,0,0,1,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,1949,1730,6128
14415,980000,4,3.25,2,0,2,3,0,0,1,0,0,11,0,0,0,0,0,0,0,0,1,0,0,0,0,2007,4040,7442
14416,500000,3,2.25,2,0,0,3,0,0,1,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,1985,2230,7846
14417,667750,4,1,1.5,0,0,3,0,0,1,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,1924,1760,4080
14418,735000,3,1.75,1,0,1,3,0,0,1,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,1956,2730,12445
14419,361000,3,1.75,1,0,3,3,0,0,1,0,0,7,0,0,0,0,1,0,0,0,0,0,0,1,0,1955,2380,7448
14420,276750,3,2,1,0,0,4,0,0,0,1,0,7,0,0,0,0,1,0,0,0,0,0,0,1,0,1989,1560,8499
14421,760000,4,3.25,2,0,0,3,0,0,1,0,0,10,0,0,0,0,0,0,0,1,0,0,0,1,0,2009,2620,2664
14422,475000,2,1,1,0,2,3,0,0,1,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,1946,1080,5722
14423,234000,4,2.5,1,0,0,3,0,0,1,0,0,7,0,0,0,0,1,0,0,0,0,0,0,1,0,1987,1310,8217
14424,234950,3,2,1,0,0,4,0,0,0,1,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,1974,1780,9286
14425,269950,2,1.75,1,0,0,3,0,0,1,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,1968,1570,7540
14426,495000,3,2.5,2,0,0,3,0,0,1,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,1989,1800,5414
14427,438000,2,1,1,0,0,3,0,0,1,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,1,1942,1230,6380
14428,260000,3,1.75,1,0,0,4,0,0,0,1,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,1981,1820,22687
14429,697000,4,2.5,2,0,0,3,0,0,1,0,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,2004,2850,6399
14430,212625,2,1,1,0,0,3,0,0,1,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,1951,930,5000
